P03,P1,P5,PM1_env,P10,PM25_std,PM10_env,P25,P05,PM10_std,PM1_std,PM25_env,MQ2_VCs,Humidity,Temperature,Pressure,Timestamp,Sample_Conditioning,Indoor_Outdoor
924,42,1,4,1,5,6,1,259,6,4,5,622,69,26.3,100928.735989,10/23/21 15:51:19,0,0
795,38,1,3,1,4,5,1,227,5,3,4,627,71,25.7,100928.206929,10/23/21 15:51:31,0,0
807,48,1,4,1,6,6,1,238,6,4,6,630,71,26.9,100919.570818,10/23/21 15:51:32,0,0
819,49,1,3,1,5,6,1,238,6,3,5,631,69,26.5,100922.052927,10/23/21 15:51:39,0,0
732,42,0,3,0,4,4,0,207,4,3,4,631,65,26.3,100925.010973,10/23/21 15:51:40,0,0
732,42,0,4,0,5,5,0,207,5,4,5,637,67,26.5,100928.851798,10/23/21 15:51:42,0,0
714,40,0,3,0,5,5,0,201,5,3,5,624,66,26.5,100919.977063,10/23/21 15:51:43,0,0
714,40,0,2,0,4,4,0,201,4,2,4,635,65,26.6,100926.774086,10/23/21 15:51:45,0,0
696,42,0,2,0,4,4,0,192,4,2,4,636,67,26.8,100929.252204,10/23/21 15:51:47,0,0
729,46,0,4,0,5,5,0,205,5,4,5,634,69,26.4,100926.2936,10/23/21 15:51:49,0,0
735,44,0,3,0,4,4,1,205,4,3,4,636,67,26.5,100917.417793,10/23/21 15:51:51,0,0
735,44,0,3,0,4,4,1,205,4,3,4,637,67,26.6,100920.25597,10/23/21 15:51:52,0,0
747,36,0,3,0,4,4,1,211,4,3,4,624,66,26.2,100926.2936,10/23/21 15:51:53,0,0
747,36,0,3,0,4,4,1,211,4,3,4,639,71,26.7,100921.976012,10/23/21 15:51:55,0,0
774,39,0,4,0,6,6,1,223,6,4,6,637,68,26.1,100923.455293,10/23/21 15:51:56,0,0
774,39,0,4,0,6,6,1,223,6,4,6,639,68,26.6,100925.328326,10/23/21 15:51:58,0,0
756,33,0,4,0,5,5,2,215,5,4,5,639,70,26.9,100926.807787,10/23/21 15:52:00,0,0
723,33,0,4,0,5,5,2,210,5,4,5,639,68,26.9,100925.328326,10/23/21 15:52:01,0,0
723,33,0,4,0,5,5,2,210,5,4,5,640,67,26.5,100925.449299,10/23/21 15:52:02,0,0
693,30,0,3,0,5,5,2,200,5,3,5,642,67,26.9,100923.48535,10/23/21 15:52:04,0,0
693,30,0,3,0,5,5,2,200,5,3,5,644,67,26.8,100921.64145,10/23/21 15:52:06,0,0
705,31,0,3,0,5,5,2,208,5,3,5,643,67,26.6,100926.82907,10/23/21 15:52:10,0,0
639,24,0,3,0,4,4,2,187,4,3,4,644,68,27,100922.389973,10/23/21 15:52:11,0,0
639,24,0,3,0,4,4,2,187,4,3,4,643,66,26.8,100922.023238,10/23/21 15:52:13,0,0
582,20,0,1,0,2,2,2,166,2,1,2,645,63,27.2,100926.706974,10/23/21 15:52:14,0,0
582,20,0,1,0,2,2,2,166,2,1,2,647,67,26.9,100925.349371,10/23/21 15:52:17,0,0
555,20,0,2,0,3,3,1,156,3,2,3,646,66,26.2,100922.267817,10/23/21 15:52:18,0,0
504,18,0,1,0,2,2,1,137,2,1,2,647,68,26.2,100917.706358,10/23/21 15:52:19,0,0
504,18,0,1,0,2,2,1,137,2,1,2,647,68,26.5,100923.869672,10/23/21 15:52:21,0,0
504,16,0,1,0,1,1,1,133,1,1,1,651,70,26.9,100923.625311,10/23/21 15:52:22,0,0
504,16,0,2,0,2,2,1,133,2,2,2,645,65,27.1,100923.012844,10/23/21 15:52:25,0,0
489,12,0,1,0,1,1,0,120,1,1,1,647,64,26.5,100926.095152,10/23/21 15:52:27,0,0
510,12,0,0,0,1,1,0,114,1,0,1,648,66,26.9,100923.380592,10/23/21 15:52:29,0,0
534,12,0,1,0,1,1,0,120,1,1,1,651,64,26.4,100927.819927,10/23/21 15:52:30,0,0
534,12,0,1,0,1,1,0,120,1,1,1,650,65,27,100923.502996,10/23/21 15:52:31,0,0
573,11,0,2,0,2,2,0,126,2,2,2,654,62,26.6,100926.584788,10/23/21 15:52:32,0,0
573,11,0,2,0,2,2,0,126,2,2,2,651,64,26.6,100923.380592,10/23/21 15:52:34,0,0
591,15,0,1,0,1,1,0,136,1,1,1,647,62,26.7,100927.819927,10/23/21 15:52:35,0,0
591,15,0,1,0,1,1,0,136,1,1,1,648,65,26.8,100923.380592,10/23/21 15:52:36,0,0
573,16,0,1,0,1,1,0,130,1,1,1,653,62,27.1,100925.849799,10/23/21 15:52:37,0,0
573,16,0,1,0,1,1,0,130,1,1,1,648,65,27.1,100919.930369,10/23/21 15:52:39,0,0
672,24,0,1,0,2,2,0,155,2,1,2,646,62,27.1,100922.767233,10/23/21 15:52:40,0,0
672,24,0,2,0,3,3,0,155,3,2,3,649,65,26.8,100915.490798,10/23/21 15:52:42,0,0
699,30,0,2,0,4,4,0,168,4,2,4,649,62,26.3,100928.563883,10/23/21 15:52:43,0,0
699,30,0,1,0,3,3,0,168,3,1,3,649,66,26.8,100922.398146,10/23/21 15:52:44,0,0
738,32,0,1,0,3,3,0,183,3,1,3,649,63,26.5,100923.631618,10/23/21 15:52:45,0,0
738,32,0,1,0,3,3,0,183,3,1,3,839,66,26.9,100925.35802,10/23/21 15:52:48,0,0
762,42,0,2,0,4,4,0,192,4,2,4,655,64,26.8,100929.057845,10/23/21 15:52:49,0,0
738,42,0,2,0,4,4,0,190,4,2,4,655,63,26.8,100921.53382,10/23/21 15:52:51,0,0
738,42,0,2,0,4,4,0,190,4,2,4,651,63,26.7,100930.290565,10/23/21 15:52:52,0,0
711,44,0,2,0,4,4,0,194,4,2,4,650,60,27,100927.454125,10/23/21 15:52:53,0,0
711,44,0,2,0,4,4,0,194,4,2,4,653,63,26.8,100923.137619,10/23/21 15:52:55,0,0
720,44,0,3,0,5,5,0,201,5,3,5,650,64,26.9,100923.137619,10/23/21 15:52:56,0,0
720,44,0,3,0,5,5,0,201,5,3,5,656,61,26.4,100921.162058,10/23/21 15:52:58,0,0
690,45,0,3,0,5,5,0,199,5,3,5,649,64,26.8,100931.150861,10/23/21 15:53:00,0,0
729,39,0,3,0,5,5,0,199,5,3,5,655,62,26.8,100923.501141,10/23/21 15:53:01,0,0
729,39,0,3,0,5,5,0,199,5,3,5,654,65,27,100930.40416,10/23/21 15:53:02,0,0
753,38,0,3,0,5,5,0,205,5,3,5,650,63,26.5,100923.002588,10/23/21 15:53:04,0,0
753,38,0,3,0,5,5,0,205,5,3,5,655,62,26.8,100921.272423,10/23/21 15:53:06,0,0
672,34,0,3,0,5,5,0,186,5,3,5,651,62,26.7,100922.627738,10/23/21 15:53:08,0,0
660,28,0,3,0,4,4,0,185,4,3,4,650,61,26.9,100925.588486,10/23/21 15:53:09,0,0
660,28,0,3,0,4,4,0,185,4,3,4,652,63,27.2,100922.252089,10/23/21 15:53:10,0,0
666,32,0,3,0,4,4,0,181,4,3,4,654,62,26.6,100923.356131,10/23/21 15:53:13,0,0
672,28,0,3,0,4,4,0,183,4,3,4,652,61,27,100923.356131,10/23/21 15:53:14,0,0
672,28,0,3,0,4,4,0,183,4,3,4,654,60,26.7,100926.065825,10/23/21 15:53:15,0,0
747,30,0,4,0,5,5,1,212,5,4,5,651,59,26.5,100930.507424,10/23/21 15:53:17,0,0
747,30,0,4,0,5,5,1,212,5,4,5,653,58,26.6,100922.853033,10/23/21 15:53:19,0,0
723,28,0,4,0,5,5,1,206,5,4,5,652,59,26.8,100928.649405,10/23/21 15:53:21,0,0
696,28,0,3,0,4,4,1,193,4,3,4,653,62,26.9,100921.372461,10/23/21 15:53:22,0,0
696,28,0,3,0,4,4,1,193,4,3,4,654,64,26.8,100920.994146,10/23/21 15:53:23,0,0
675,30,0,3,0,4,4,1,187,4,3,4,631,63,26.9,100926.790468,10/23/21 15:53:24,0,0
675,30,0,3,0,4,4,1,187,4,3,4,656,62,26.8,100926.790468,10/23/21 15:53:27,0,0
639,29,0,3,0,4,4,1,185,4,3,4,654,63,26.9,100919.387212,10/23/21 15:53:28,0,0
639,34,0,3,0,4,4,1,189,4,3,4,655,63,27.2,100924.804036,10/23/21 15:53:30,0,0
639,34,0,3,0,4,4,1,189,4,3,4,656,64,27,100925.777645,10/23/21 15:53:34,0,0
657,30,0,3,0,4,4,2,187,4,3,4,663,65,27.2,100926.877243,10/23/21 15:53:35,0,0
657,30,0,3,0,4,4,2,187,4,3,4,665,63,26.9,100920.826438,10/23/21 15:53:36,0,0
756,26,0,4,0,5,5,2,210,5,4,5,657,62,26.8,100927.848667,10/23/21 15:53:37,0,0
756,26,0,4,0,5,5,2,210,5,4,5,658,62,27.1,100930.683023,10/23/21 15:53:40,0,0
756,20,0,4,0,4,4,2,210,4,4,4,657,63,26.8,100923.278179,10/23/21 15:53:42,0,0
780,20,0,3,0,4,4,1,202,4,3,4,658,62,26.4,100926.112425,10/23/21 15:53:43,0,0
870,39,0,5,0,6,6,2,241,6,5,6,663,55,27.1,100923.092001,10/23/21 15:54:31,0,0
843,43,0,4,0,6,6,3,232,6,4,6,668,60,27,100928.630295,10/23/21 15:54:33,0,0
825,40,0,4,0,6,6,2,229,6,4,6,667,60,26.8,100928.372113,10/23/21 15:54:35,0,0
825,40,0,4,0,6,6,2,229,6,4,6,669,59,27,100928.372113,10/23/21 15:54:36,0,0
609,10,0,2,0,3,3,0,163,3,2,3,646,60,26.9,100925.925632,10/23/21 15:54:57,0,0
597,10,0,2,0,3,3,0,159,3,2,3,1694,68,27.6,100926.761544,10/23/21 15:54:58,0,0
597,10,0,2,0,3,3,0,159,3,2,3,646,69,27.4,100931.334764,10/23/21 15:55:00,0,0
570,10,0,2,0,3,3,0,147,3,2,3,648,67,26.6,100928.372113,10/23/21 15:55:01,0,0
570,10,0,2,0,3,3,0,147,3,2,3,646,67,26.8,100926.632212,10/23/21 15:55:04,0,0
594,10,0,2,0,3,3,0,157,3,2,3,644,69,26.5,100933.780308,10/23/21 15:55:05,0,0
624,14,1,3,1,3,4,1,164,4,3,3,648,69,26.9,100926.373283,10/23/21 15:55:07,0,0
555,14,1,2,1,3,4,1,153,4,2,3,643,67,27.3,100924.762262,10/23/21 15:55:10,0,0
549,15,1,2,1,3,3,1,144,3,2,3,644,68,26.8,100925.854366,10/23/21 15:55:11,0,0
549,15,1,2,1,3,3,1,144,3,2,3,647,67,27.1,100924.762262,10/23/21 15:55:13,0,0
573,19,1,2,1,3,4,1,152,4,2,3,645,66,27.2,100924.632557,10/23/21 15:55:14,0,0
573,19,1,2,1,3,4,1,152,4,2,3,645,68,27,100922.188117,10/23/21 15:55:15,0,0
618,19,1,3,1,3,4,1,164,4,3,3,644,65,26.6,100926.890787,10/23/21 15:55:17,0,0
618,19,1,3,1,3,4,1,164,4,3,3,644,67,27.3,100925.538637,10/23/21 15:55:18,0,0
633,19,1,3,1,3,4,1,166,4,3,3,645,65,26.6,100929.853438,10/23/21 15:55:19,0,0
633,19,1,2,1,2,3,1,166,3,2,2,645,65,26.9,100927.277988,10/23/21 15:55:22,0,0
594,19,1,3,1,3,4,1,153,4,3,3,647,67,27.7,100922.96314,10/23/21 15:55:23,0,0
600,19,1,2,1,3,4,1,149,4,2,3,649,67,27.1,100924.444386,10/23/21 15:55:26,0,0
600,20,1,2,1,2,3,1,157,3,2,2,647,66,27.2,100923.092001,10/23/21 15:55:28,0,0
528,20,0,2,0,3,3,1,149,3,2,3,661,60,27.1,100921.279906,10/23/21 15:55:51,0,0
579,19,0,2,0,3,3,1,156,3,2,3,651,67,26.1,100926.945794,10/23/21 15:55:52,0,0
579,19,0,2,0,3,3,1,156,3,2,3,652,66,26.8,100929.648483,10/23/21 15:55:54,0,0
600,21,0,3,0,4,4,1,163,4,3,4,650,66,26.6,100925.203734,10/23/21 15:55:55,0,0
600,21,0,3,0,4,4,1,163,4,3,4,653,68,27.1,100924.812297,10/23/21 15:55:56,0,0
639,17,0,3,0,4,4,1,177,4,3,4,640,68,26.7,100927.644965,10/23/21 15:55:59,0,0
618,22,0,3,0,4,4,1,173,4,3,4,652,67,27.3,100924.942864,10/23/21 15:56:00,0,0
618,22,0,3,0,4,4,1,173,4,3,4,652,66,27.3,100930.216032,10/23/21 15:56:01,0,0
687,28,0,3,0,4,4,1,194,4,3,4,650,65,27.4,100921.325705,10/23/21 15:56:03,0,0
687,28,0,3,0,4,4,1,194,4,3,4,652,68,26.9,100922.414079,10/23/21 15:56:04,0,0
687,28,0,2,0,3,3,1,188,3,2,3,660,66,27,100923.895859,10/23/21 15:56:05,0,0
792,33,0,3,0,4,4,1,217,4,3,4,652,68,26.8,100926.465459,10/23/21 15:56:08,0,0
792,33,0,3,0,4,4,1,217,4,3,4,655,61,27.5,100927.420864,10/23/21 15:56:09,0,0
801,33,0,4,0,5,5,0,221,5,4,5,655,68,27.5,100920.143109,10/23/21 15:56:12,0,0
888,39,0,4,0,6,6,0,240,6,4,6,655,67,26.5,100924.457026,10/23/21 15:56:13,0,0
888,39,0,4,0,6,6,0,240,6,4,6,655,66,26.6,100923.929025,10/23/21 15:56:15,0,0
927,39,0,4,0,6,6,0,251,6,4,6,654,65,26.6,100929.327927,10/23/21 15:56:16,0,0
927,39,0,4,0,6,6,0,251,6,4,6,654,65,27.4,100926.628573,10/23/21 15:56:18,0,0
897,40,0,4,0,6,6,0,246,6,4,6,657,66,27.4,100922.447027,10/23/21 15:56:21,0,0
723,24,0,3,0,4,4,0,194,4,3,4,1353,66,27,100924.085067,10/23/21 15:56:40,0,0
774,10,0,3,0,4,4,1,203,4,3,4,673,67,27.1,100932.845285,10/23/21 15:56:55,0,0
774,10,0,2,0,3,3,1,203,3,2,3,686,70,27.3,100933.928154,10/23/21 15:57:06,0,0
708,14,0,2,0,3,3,1,186,3,2,3,688,70,27.1,100925.167823,10/23/21 15:57:08,0,0
696,15,0,3,0,4,4,1,182,4,3,4,682,74,26.7,100928.797431,10/23/21 15:57:11,0,0
684,19,0,3,0,4,4,0,174,4,3,4,687,71,26.6,100924.350961,10/23/21 15:57:13,0,0
633,23,0,3,0,4,4,0,163,4,3,4,687,70,26.9,100925.833117,10/23/21 15:57:14,0,0
633,23,0,3,0,4,4,0,163,4,3,4,685,73,26.9,100924.749143,10/23/21 15:57:15,0,0
657,27,0,3,0,4,4,1,174,4,3,4,1362,42,27.3,100925.04466,10/23/21 15:57:40,0,0
4995,1517,0,8,0,73,59,0,1645,73,8,50,662,47,27.3,100923.696455,10/23/21 15:57:47,0,0
2589,594,0,7,0,33,33,2,802,33,7,31,691,43,26.9,100928.680042,10/23/21 15:58:12,0,0
975,35,0,3,0,5,5,0,261,5,3,5,694,42,27.5,100929.347101,10/23/21 15:58:38,0,0
819,18,0,4,0,5,5,3,213,5,4,5,692,39,27.2,100928.036548,10/23/21 15:58:42,0,0
831,18,0,3,0,5,5,3,200,5,3,5,687,60,26.9,100927.067601,10/23/21 15:58:55,0,0
795,25,0,3,0,5,5,1,211,5,3,5,672,57,28,100929.086807,10/23/21 15:58:57,0,0
795,25,0,3,0,5,5,1,211,5,3,5,639,43,27.3,100928.680042,10/23/21 15:59:42,0,0
852,23,1,4,0,4,5,1,220,5,4,4,682,50,27.1,100929.295831,10/23/21 16:00:09,0,0
912,27,0,3,0,4,4,0,231,4,3,4,674,43,27.4,100927.35387,10/23/21 16:00:23,0,0
804,26,0,3,0,4,4,0,199,4,3,4,667,46,27.6,100933.655608,10/23/21 16:00:27,0,0
735,23,0,3,0,4,4,0,188,4,3,4,670,44,27.4,100926.656184,10/23/21 16:00:28,0,0
735,23,0,2,0,3,3,0,188,3,2,3,666,46,27.4,100925.591359,10/23/21 16:00:32,0,0
648,29,0,1,0,3,3,0,169,3,1,3,670,46,27.3,100933.009845,10/23/21 16:00:34,0,0
666,25,0,2,0,3,3,0,171,3,2,3,667,45,27.1,100929.949149,10/23/21 16:00:36,0,0
666,25,0,2,0,3,3,0,171,3,2,3,667,45,27.6,100928.60423,10/23/21 16:00:37,0,0
681,28,0,2,0,3,3,0,175,3,2,3,665,46,26.9,100928.881132,10/23/21 16:00:40,0,0
657,32,0,2,0,3,3,0,179,3,2,3,666,46,27.5,100926.05261,10/23/21 16:00:41,0,0
657,32,0,2,0,3,3,0,179,3,2,3,666,45,27.4,100929.019452,10/23/21 16:00:42,0,0
624,30,0,3,0,4,4,0,164,4,3,4,667,44,27.2,100934.676568,10/23/21 16:00:44,0,0
624,30,0,3,0,4,4,0,164,4,3,4,655,45,27.2,100923.737609,10/23/21 16:00:46,0,0
606,33,0,3,0,4,4,0,162,4,3,4,665,46,27.3,100936.255818,10/23/21 16:00:48,0,0
609,35,0,3,0,4,4,0,160,4,3,4,674,45,27.6,100934.77216,10/23/21 16:00:49,0,0
609,35,0,2,0,3,3,0,160,3,2,3,666,47,27.6,100935.328351,10/23/21 16:00:50,0,0
609,39,0,2,0,3,3,1,162,3,2,3,665,44,27,100928.188226,10/23/21 16:00:51,0,0
609,39,0,2,0,3,3,1,162,3,2,3,666,44,27.7,100932.361192,10/23/21 16:00:54,0,0
603,39,0,1,0,3,3,1,154,3,1,3,663,46,27.2,100929.394034,10/23/21 16:00:56,0,0
615,38,0,1,0,3,3,1,150,3,1,3,669,45,27.6,100935.189433,10/23/21 16:00:57,0,0
615,38,0,1,0,3,3,1,150,3,1,3,665,46,26.9,100930.877613,10/23/21 16:00:58,0,0
615,29,0,1,0,2,2,1,148,2,1,2,665,44,27.3,100932.083191,10/23/21 16:00:59,0,0
615,29,0,1,0,2,2,1,148,2,1,2,665,47,27.3,100935.050429,10/23/21 16:01:01,0,0
546,29,0,2,0,3,3,1,131,3,2,3,663,47,27.3,100935.328351,10/23/21 16:01:03,0,0
543,27,0,1,0,2,2,1,131,2,1,2,664,46,27.9,100932.083191,10/23/21 16:01:04,0,0
543,27,0,1,0,2,2,1,131,2,1,2,665,45,27.8,100934.122384,10/23/21 16:01:06,0,0
537,17,0,1,0,2,2,1,133,2,1,2,663,45,27.5,100933.983621,10/23/21 16:01:07,0,0
537,17,0,1,0,2,2,1,133,2,1,2,662,46,27.6,100932.222235,10/23/21 16:01:09,0,0
555,19,0,1,0,2,2,1,141,2,1,2,661,44,27.1,100933.427699,10/23/21 16:01:10,0,0
555,19,0,1,0,2,2,1,141,2,1,2,662,45,27.5,100929.255038,10/23/21 16:01:12,0,0
636,21,0,1,0,2,2,1,156,2,1,2,661,46,27.6,100929.394034,10/23/21 16:01:14,0,0
603,18,0,1,0,2,2,1,150,2,1,2,659,45,27.2,100925.49865,10/23/21 16:01:15,0,0
603,18,0,1,0,2,2,1,150,2,1,2,660,44,27.4,100930.226185,10/23/21 16:01:18,0,0
618,14,0,2,0,3,3,0,154,3,2,3,661,46,27.2,100932.262594,10/23/21 16:01:19,0,0
648,14,0,2,0,2,2,0,172,2,2,2,662,45,27.2,100928.08852,10/23/21 16:01:20,0,0
648,14,0,2,0,2,2,0,172,2,2,2,660,47,27.3,100922.431033,10/23/21 16:01:22,0,0
711,21,0,3,0,4,4,0,199,4,3,4,661,44,27.6,100921.223302,10/23/21 16:01:23,0,0
711,21,0,3,0,4,4,0,199,4,3,4,660,47,27.2,100922.981747,10/23/21 16:01:24,0,0
717,26,1,3,1,4,5,1,202,5,3,4,662,45,28.2,100921.498524,10/23/21 16:01:25,0,0
717,26,1,3,1,4,5,1,202,5,3,4,660,47,27.6,100921.773398,10/23/21 16:01:27,0,0
831,26,1,4,1,5,6,1,233,6,4,5,660,45,27.3,100921.636005,10/23/21 16:01:28,0,0
831,26,1,3,1,4,5,1,233,5,3,4,660,47,27.6,100924.877031,10/23/21 16:01:29,0,0
894,30,1,4,1,5,6,1,254,6,4,5,661,44,27.6,100920.427541,10/23/21 16:01:31,0,0
894,30,1,4,1,5,6,1,254,6,4,5,659,45,27.1,100929.463644,10/23/21 16:01:33,0,0
861,27,1,3,1,4,5,1,241,5,3,4,659,46,27.3,100932.429934,10/23/21 16:01:35,0,0
900,27,1,4,1,5,5,1,256,5,4,5,660,46,27.6,100923.805203,10/23/21 16:01:36,0,0
900,27,1,4,1,5,5,1,256,5,4,5,658,47,27.3,100929.463644,10/23/21 16:01:37,0,0
858,27,1,4,1,4,5,1,247,5,4,4,659,45,27.1,100931.083802,10/23/21 16:01:38,0,0
858,27,1,4,1,4,5,1,247,5,4,4,659,47,27.7,100925.288308,10/23/21 16:01:40,0,0
882,30,1,4,1,5,6,1,255,6,4,5,657,45,27.5,100932.429934,10/23/21 16:01:41,0,0
882,30,1,4,1,5,6,1,255,6,4,5,658,47,27.6,100926.908311,10/23/21 16:01:42,0,0
888,29,1,4,1,5,6,1,258,6,4,5,656,44,27.1,100923.805203,10/23/21 16:01:44,0,0
888,29,1,4,1,5,6,1,258,6,4,5,657,47,27.8,100929.600677,10/23/21 16:01:45,0,0
888,32,1,4,1,5,6,1,258,6,4,5,657,45,27.2,100927.84336,10/23/21 16:01:46,0,0
888,32,1,4,1,5,6,1,258,6,4,5,657,47,27.5,100936.055933,10/23/21 16:01:48,0,0
852,26,1,4,1,4,5,1,245,5,4,4,657,45,27.4,100925.673089,10/23/21 16:01:49,0,0
852,26,1,4,1,4,5,1,245,5,4,4,657,47,27.3,100925.397637,10/23/21 16:01:50,0,0
831,22,0,3,0,4,4,0,240,4,3,4,656,45,27.2,100932.538546,10/23/21 16:01:51,0,0
831,22,0,3,0,4,4,0,240,4,3,4,657,47,27.6,100928.91464,10/23/21 16:01:53,0,0
768,21,0,3,0,3,3,0,219,3,3,3,656,45,27.6,100924.739765,10/23/21 16:01:54,0,0
768,21,0,3,0,3,3,0,219,3,3,3,656,47,27.6,100929.189317,10/23/21 16:01:55,0,0
714,21,0,2,0,3,3,0,196,3,2,3,657,44,27.3,100921.773398,10/23/21 16:01:57,0,0
714,21,0,2,0,3,3,0,196,3,2,3,660,47,27.1,100928.777171,10/23/21 16:01:58,0,0
720,22,0,2,0,3,3,0,192,3,2,3,657,45,27.8,100930.397864,10/23/21 16:01:59,0,0
720,22,0,2,0,3,3,0,192,3,2,3,659,47,27.6,100930.946789,10/23/21 16:02:01,0,0
675,22,0,2,0,3,3,0,177,3,2,3,657,44,27.6,100922.047923,10/23/21 16:02:02,0,0
675,22,0,2,0,3,3,0,177,3,2,3,653,47,27.4,100925.810685,10/23/21 16:02:03,0,0
675,18,0,2,0,3,3,0,183,3,2,3,654,45,27.5,100931.330847,10/23/21 16:02:04,0,0
675,18,0,2,0,3,3,0,183,3,2,3,659,45,26.6,100929.709746,10/23/21 16:02:07,0,0
639,15,0,2,0,2,2,0,173,2,2,2,653,46,27.4,100933.745976,10/23/21 16:02:09,0,0
582,15,0,1,0,2,2,0,158,2,1,2,655,46,27.2,100922.431033,10/23/21 16:02:10,0,0
582,15,0,1,0,2,2,0,158,2,1,2,654,48,28.2,100928.364242,10/23/21 16:02:11,0,0
609,12,0,1,0,2,2,0,158,2,1,2,653,46,27.7,100928.364242,10/23/21 16:02:12,0,0
609,12,0,1,0,2,2,0,158,2,1,2,652,48,27.3,100927.568818,10/23/21 16:02:14,0,0
609,11,0,1,0,2,2,0,154,2,1,2,1699,45,27.1,100925.948193,10/23/21 16:02:15,0,0
609,11,0,1,0,2,2,0,154,2,1,2,652,47,27.3,100926.222949,10/23/21 16:02:16,0,0
642,15,0,2,0,3,3,0,159,3,2,3,711,45,27.5,100920.564779,10/23/21 16:02:17,0,0
642,15,0,2,0,3,3,0,159,3,2,3,840,45,27.2,100930.809688,10/23/21 16:02:20,0,0
597,15,0,1,0,2,2,0,151,2,1,2,651,46,27.2,100927.156352,10/23/21 16:02:22,0,0
621,11,0,2,0,3,3,0,158,3,2,3,650,46,27.8,100929.985255,10/23/21 16:02:23,0,0
621,11,0,2,0,3,3,0,158,3,2,3,653,47,27.8,100922.981747,10/23/21 16:02:24,0,0
672,13,0,3,0,3,3,0,177,3,3,3,658,45,26.6,100924.189827,10/23/21 16:02:25,0,0
672,13,0,3,0,3,3,0,177,3,3,3,654,46,27.7,100929.295831,10/23/21 16:02:30,0,0
735,19,0,3,0,4,4,1,198,4,3,4,653,47,27.8,100926.467166,10/23/21 16:02:32,0,0
828,28,0,4,0,5,5,1,229,5,4,5,652,45,27.1,100929.295831,10/23/21 16:02:33,0,0
828,28,0,4,0,5,5,1,229,5,4,5,659,47,27.7,100931.709646,10/23/21 16:02:37,0,0
1017,36,0,5,0,6,6,1,271,6,5,6,1343,47,27.3,100930.226185,10/23/21 16:02:42,0,0
990,37,0,5,0,6,6,1,275,6,5,6,652,47,27.2,100926.467166,10/23/21 16:02:43,0,0
990,37,0,5,0,6,6,1,275,6,5,6,652,44,27.6,100926.98215,10/23/21 16:02:46,0,0
984,37,0,5,0,6,6,1,269,6,5,6,659,47,27.1,100918.081155,10/23/21 16:02:48,0,0
972,41,0,5,0,7,7,2,267,7,5,7,653,46,27.3,100920.909386,10/23/21 16:02:49,0,0
972,41,0,5,0,7,7,2,267,7,5,7,652,48,27.5,100919.703353,10/23/21 16:02:50,0,0
942,39,0,4,0,6,6,2,258,6,4,6,651,44,27.5,100922.392905,10/23/21 16:02:51,0,0
942,39,0,4,0,6,6,2,258,6,4,6,653,47,27.4,100923.598708,10/23/21 16:02:53,0,0
879,35,0,4,0,6,6,1,237,6,4,6,653,45,27.3,100925.221148,10/23/21 16:02:54,0,0
879,35,0,4,0,6,6,1,237,6,4,6,651,46,27.7,100919.564654,10/23/21 16:02:55,0,0
837,29,0,4,0,5,5,2,221,5,4,5,653,44,27.5,100919.425868,10/23/21 16:02:58,0,0
837,29,0,4,0,5,5,2,221,5,4,5,653,40,27.4,100926.98215,10/23/21 16:03:00,0,0
723,23,0,3,0,4,4,2,188,4,3,4,649,44,27.6,100923.737609,10/23/21 16:03:01,0,0
723,23,0,3,0,4,4,2,188,4,3,4,650,47,27.2,100924.153791,10/23/21 16:03:02,0,0
678,25,0,3,0,4,4,2,179,4,3,4,650,44,27.5,100925.775804,10/23/21 16:03:04,0,0
678,25,0,3,0,4,4,2,179,4,3,4,653,47,27.9,100922.94737,10/23/21 16:03:05,0,0
741,29,0,3,0,5,5,2,194,5,3,5,651,47,27.8,100923.085769,10/23/21 16:03:07,0,0
717,27,0,3,0,4,4,2,187,4,3,4,651,46,27.8,100922.808885,10/23/21 16:03:09,0,0
717,27,0,3,0,4,4,2,187,4,3,4,654,44,27.2,100921.048153,10/23/21 16:03:10,0,0
750,27,0,3,0,5,5,2,197,5,3,5,651,44,27.5,100927.910455,10/23/21 16:03:11,0,0
750,27,0,3,0,5,5,2,197,5,3,5,650,45,27.6,100923.876424,10/23/21 16:03:14,0,0
780,29,0,3,0,5,5,1,209,5,3,5,652,46,27.4,100920.770533,10/23/21 16:03:15,0,0
735,29,0,3,0,4,4,1,197,4,3,4,649,47,27.6,100921.976142,10/23/21 16:03:18,0,0
723,26,0,2,0,3,3,1,191,3,2,3,650,45,27.3,100923.598708,10/23/21 16:03:19,0,0
723,26,0,2,0,3,3,1,191,3,2,3,648,45,27.6,100922.531652,10/23/21 16:03:22,0,0
696,22,0,3,0,4,4,0,184,4,3,4,834,45,27.3,100929.671765,10/23/21 16:03:23,0,0
732,24,0,3,0,4,4,0,187,4,3,4,644,46,27.5,100922.254071,10/23/21 16:03:26,0,0
726,24,0,3,0,4,4,0,191,4,3,4,1345,46,27.3,100922.254071,10/23/21 16:03:27,0,0
726,24,0,3,0,4,4,0,191,4,3,4,646,45,27.7,100929.810501,10/23/21 16:03:28,0,0
756,26,0,3,0,4,4,0,202,4,3,4,1349,44,27.7,100921.048153,10/23/21 16:03:30,0,0
756,26,0,3,0,4,4,0,202,4,3,4,642,46,27.1,100927.910455,10/23/21 16:03:31,0,0
675,21,0,3,0,3,3,0,181,3,3,3,645,47,28.1,100926.148718,10/23/21 16:03:33,0,0
