P03,P1,P5,PM1_env,P10,PM25_std,PM10_env,P25,P05,PM10_std,PM1_std,PM25_env,MQ2_VCs,Humidity,Temperature,Pressure,Timestamp,Sample_Conditioning,Indoor_Outdoor
744,17,0,3,0,3,3,0,195,3,3,3,644,41,28.2,100892.304624,10/23/21 16:16:38,1,0
732,18,0,2,0,2,2,0,188,2,2,2,646,44,28.1,100892.165135,10/23/21 16:16:39,1,0
720,18,0,3,0,3,3,0,182,3,3,3,646,45,28.1,100895.411135,10/23/21 16:16:42,1,0
852,23,0,3,0,3,3,0,218,3,3,3,646,45,28.1,100892.444026,10/23/21 16:16:43,1,0
852,23,0,3,0,3,3,0,218,3,3,3,646,44,28.1,100894.066876,10/23/21 16:16:44,1,0
834,19,0,3,0,3,3,0,214,3,3,3,647,42,27.9,100894.066876,10/23/21 16:16:46,1,0
834,19,0,3,0,3,3,0,214,3,3,3,646,44,27.7,100893.92758,10/23/21 16:16:47,1,0
807,25,0,3,0,3,3,0,206,3,3,3,647,42,27.9,100889.616272,10/23/21 16:16:48,1,0
807,25,0,3,0,3,3,0,206,3,3,3,645,45,28.1,100896.89469,10/23/21 16:16:50,1,0
801,25,0,3,0,3,3,0,211,3,3,3,646,43,28,100892.304624,10/23/21 16:16:51,1,0
801,25,0,3,0,3,3,0,211,3,3,3,647,44,27.9,100893.788198,10/23/21 16:16:52,1,0
831,25,0,3,0,4,4,0,222,4,3,4,646,42,28.4,100893.788198,10/23/21 16:16:53,1,0
831,25,0,3,0,4,4,0,222,4,3,4,646,43,28.1,100894.992787,10/23/21 16:16:56,1,0
855,25,0,4,0,5,5,0,231,5,4,5,646,44,28.2,100889.058333,10/23/21 16:17:00,1,0
954,30,0,5,0,5,5,0,245,5,5,5,646,43,27.9,100892.02556,10/23/21 16:17:01,1,0
954,30,0,5,0,5,5,0,245,5,5,5,647,42,27.8,100888.967157,10/23/21 16:17:04,1,0
1041,34,0,6,0,6,6,0,270,6,6,6,647,44,28.1,100892.626747,10/23/21 16:17:05,1,0
1191,38,0,6,0,7,7,0,301,7,6,7,645,43,28.1,100894.248336,10/23/21 16:17:06,0,1
1191,38,0,6,0,7,7,0,301,7,6,7,654,46,27.9,100889.143414,10/23/21 16:17:08,0,1
1224,36,0,6,0,7,7,0,305,7,6,7,659,43,27.7,100895.351366,10/23/21 16:17:09,0,1
1224,36,0,6,0,7,7,0,305,7,6,7,659,47,28.2,100899.663274,10/23/21 16:17:11,0,1
1347,42,0,7,0,8,8,0,336,8,7,8,661,45,28.3,100904.112756,10/23/21 16:17:12,0,1
1347,42,0,7,0,8,8,0,336,8,7,8,663,41,27.8,100893.868226,10/23/21 16:17:14,0,1
1437,38,0,8,0,8,8,0,361,8,8,8,662,45,27.9,100889.281154,10/23/21 16:17:16,0,1
1536,40,0,8,0,9,9,0,386,9,8,9,662,45,28.5,100896.834507,10/23/21 16:17:17,0,1
1536,40,0,8,0,9,9,0,386,9,8,9,663,47,28.2,100896.145865,10/23/21 16:17:18,0,1
1635,52,0,9,0,10,10,0,415,10,9,10,664,46,28.2,100894.524616,10/23/21 16:17:20,0,1
1635,52,0,9,0,10,10,0,415,10,9,10,662,46,28.2,100890.901946,10/23/21 16:17:22,0,1
1728,48,0,9,0,10,10,0,432,10,9,10,662,48,28.3,100896.283767,10/23/21 16:17:24,0,1
1821,54,0,9,0,11,11,1,452,11,9,11,662,47,28,100892.247473,10/23/21 16:17:25,0,1
1821,54,0,9,0,11,11,1,452,11,9,11,665,49,28,100902.492033,10/23/21 16:17:26,0,1
1923,48,0,10,0,12,12,1,493,12,10,12,660,45,27.8,100895.351366,10/23/21 16:17:27,0,1
1923,48,0,10,0,12,12,1,493,12,10,12,659,49,28.5,100898.317647,10/23/21 16:17:29,0,1
1929,48,0,10,0,12,12,1,493,12,10,12,659,47,28.1,100893.071845,10/23/21 16:17:30,0,1
1929,48,0,10,0,12,12,1,493,12,10,12,658,49,28,100898.317647,10/23/21 16:17:31,0,1
1896,48,0,10,0,12,12,1,485,12,10,12,656,49,28,100891.314322,10/23/21 16:17:34,0,1
1851,46,0,9,0,11,11,1,472,11,9,11,663,48,28.1,100892.660051,10/23/21 16:17:35,0,1
1851,46,0,9,0,11,11,1,472,11,9,11,654,47,28.1,100899.800788,10/23/21 16:17:37,0,1
1827,48,0,9,0,11,11,1,464,11,9,11,654,46,27.9,100899.800788,10/23/21 16:17:38,0,1
1827,48,0,9,0,11,11,1,464,11,9,11,654,48,27.7,100893.592952,10/23/21 16:17:39,0,1
1932,46,0,9,0,12,12,1,481,12,9,12,654,46,28,100890.901946,10/23/21 16:17:40,0,1
1932,46,0,9,0,12,12,1,481,12,9,12,652,48,27.6,100890.901946,10/23/21 16:17:42,0,1
1920,52,0,8,0,11,11,2,481,11,8,11,653,46,27.9,100889.418807,10/23/21 16:17:43,0,1
1920,52,0,8,0,11,11,2,481,11,8,11,653,50,28.2,100892.109773,10/23/21 16:17:44,0,1
1920,40,0,8,0,10,10,2,471,10,8,10,652,45,27.7,100898.180113,10/23/21 16:17:46,0,1
1920,40,0,9,0,11,11,2,471,11,9,11,651,49,28,100898.180113,10/23/21 16:17:47,0,1
1932,46,0,9,0,11,11,2,471,11,9,11,651,46,28.1,100895.488853,10/23/21 16:17:48,0,1
1932,46,0,9,0,11,11,2,471,11,9,11,648,49,28.3,100891.725913,10/23/21 16:17:50,0,1
1863,42,0,9,0,11,11,1,457,11,9,11,650,46,27.8,100894.691956,10/23/21 16:17:51,0,1
1863,42,0,9,0,11,11,1,457,11,9,11,651,49,28.1,100894.828939,10/23/21 16:17:52,0,1
1812,42,0,8,0,11,11,1,447,11,8,11,650,46,28,100896.174978,10/23/21 16:17:53,0,1
1812,42,0,8,0,11,11,1,447,11,8,11,652,48,28.1,100899.141022,10/23/21 16:17:55,0,1
1830,44,0,8,0,11,11,1,450,11,8,11,651,44,27.8,100892.136719,10/23/21 16:17:56,0,1
1830,44,0,8,0,11,11,1,450,11,8,11,650,47,28,100898.205251,10/23/21 16:17:57,0,1
1824,44,0,9,0,11,11,1,456,11,9,11,649,47,28.1,100896.858921,10/23/21 16:18:00,0,1
1887,54,0,9,0,11,11,1,483,11,9,11,648,47,28.1,100893.893075,10/23/21 16:18:01,0,1
1887,54,0,9,0,11,11,1,483,11,9,11,648,44,27.9,100891.473128,10/23/21 16:18:03,0,1
1881,46,0,9,0,11,11,1,485,11,9,11,646,43,27.9,100889.990285,10/23/21 16:18:04,0,1
1881,46,0,8,0,10,10,1,485,10,8,10,649,47,28.2,100897.540682,10/23/21 16:18:05,0,1
1881,46,0,9,0,10,10,1,499,10,9,10,647,45,28.2,100895.92166,10/23/21 16:18:06,0,1
1881,46,0,10,0,11,11,1,499,11,10,11,645,45,28.3,100894.847204,10/23/21 16:18:09,0,1
1905,38,0,10,0,11,11,0,494,11,10,11,646,46,28.1,100900.778345,10/23/21 16:18:11,0,1
1869,42,0,8,0,10,10,0,481,10,8,10,647,45,28.1,100893.636281,10/23/21 16:18:12,0,1
1869,42,0,8,0,10,10,0,481,10,8,10,646,47,28.3,100898.220258,10/23/21 16:18:13,0,1
1827,40,0,10,0,10,10,0,478,10,10,10,648,44,28,100898.355911,10/23/21 16:18:14,0,1
1827,40,0,10,0,10,10,0,478,10,10,10,645,44,28.2,100899.167991,10/23/21 16:18:17,0,1
1848,38,0,9,0,9,9,0,478,9,9,9,640,46,28,100894.99034,10/23/21 16:18:18,0,1
1800,42,0,9,0,10,10,0,459,10,9,10,644,45,28.4,100892.025245,10/23/21 16:18:19,0,1
1800,42,0,9,0,10,10,0,459,10,9,10,642,46,27.9,100896.607793,10/23/21 16:18:21,0,1
1800,40,0,9,0,10,10,1,458,10,9,10,643,44,28.1,100896.607793,10/23/21 16:18:22,0,1
1800,40,0,9,0,10,10,1,458,10,9,10,642,46,27.5,100891.082107,10/23/21 16:18:24,0,1
1821,42,0,9,0,11,11,1,468,11,9,11,647,44,28.1,100897.281003,10/23/21 16:18:25,0,1
1821,42,0,9,0,11,11,1,468,11,9,11,643,45,28.1,100898.763433,10/23/21 16:18:27,0,1
1701,36,0,8,0,10,10,1,429,10,8,10,642,44,27.9,100899.300345,10/23/21 16:18:29,0,1
1707,40,0,8,0,10,10,1,433,10,8,10,643,45,28.1,100894.987361,10/23/21 16:18:30,0,1
1707,40,0,8,0,10,10,1,433,10,8,10,641,46,28.2,100899.300345,10/23/21 16:18:31,0,1
1665,54,0,7,0,10,10,1,421,10,7,10,642,44,28.2,100893.772944,10/23/21 16:18:33,0,1
1665,54,0,7,0,10,10,1,421,10,7,10,642,46,28.1,100898.62085,10/23/21 16:18:34,0,1
1653,60,0,7,0,10,10,1,426,10,7,10,643,46,28.1,100898.754352,10/23/21 16:18:36,0,1
1641,62,0,7,0,10,10,1,439,10,7,10,642,45,28.2,100896.056748,10/23/21 16:18:38,0,1
1641,62,0,7,0,10,10,1,439,10,7,10,641,45,28.5,100893.358952,10/23/21 16:18:39,0,1
1716,64,0,8,0,11,11,2,452,11,8,11,642,44,28.2,100893.492094,10/23/21 16:18:40,0,1
1716,64,0,8,0,11,11,2,452,11,8,11,641,46,28.5,100898.204336,10/23/21 16:18:42,0,1
1785,66,0,8,0,12,12,2,477,12,8,12,642,43,28.2,100902.915991,10/23/21 16:18:43,0,1
1785,66,0,8,0,12,12,2,477,12,8,12,639,44,28.1,100897.253092,10/23/21 16:18:46,0,1
1860,64,0,9,0,12,12,2,485,12,9,12,640,45,28.1,100896.036025,10/23/21 16:18:47,0,1
1866,59,0,9,0,11,11,1,486,11,9,11,639,44,27.8,100896.300601,10/23/21 16:18:48,0,1
1866,59,0,9,0,11,11,1,486,11,9,11,639,46,28.1,100896.300601,10/23/21 16:18:50,0,1
1839,63,0,8,0,11,11,1,472,11,8,11,639,42,27.9,100894.818685,10/23/21 16:18:51,0,1
1839,63,0,8,0,11,11,1,472,11,8,11,646,45,27.8,100893.733092,10/23/21 16:18:52,0,1
1902,65,0,8,0,11,11,1,486,11,8,11,641,44,28,100900.746347,10/23/21 16:18:53,0,1
1902,65,0,8,0,11,11,1,486,11,8,11,639,45,28.2,100898.574012,10/23/21 16:18:59,0,1
1887,61,0,9,0,12,12,1,475,12,9,12,637,45,28.5,100900.055809,10/23/21 16:19:00,0,1
1857,59,0,9,0,11,11,1,466,11,9,11,637,46,28.3,100897.223844,10/23/21 16:19:02,0,1
1875,55,0,9,0,11,11,1,459,11,9,11,636,44,28.1,100896.398984,10/23/21 16:19:05,0,1
1875,59,0,9,0,11,11,1,459,11,9,11,637,45,28.1,100899.49342,10/23/21 16:19:06,0,1
1875,59,0,9,0,11,11,1,459,11,9,11,637,44,28.2,100890.734583,10/23/21 16:19:08,0,1
1779,57,0,8,0,11,11,1,438,11,8,11,637,43,28.4,100906.901714,10/23/21 16:19:09,0,1
1779,57,0,8,0,11,11,1,438,11,8,11,636,46,28.1,100895.310459,10/23/21 16:19:10,0,1
1785,55,0,7,0,9,9,1,439,9,7,9,634,44,28.4,100899.88613,10/23/21 16:19:12,0,1
1785,55,0,7,0,9,9,1,439,9,7,9,634,44,28.1,100900.147496,10/23/21 16:19:14,0,1
1749,60,0,8,0,10,10,1,426,10,8,10,635,45,28.3,100900.278047,10/23/21 16:19:16,0,1
1707,52,0,7,0,9,9,1,419,9,7,9,635,44,28.1,100897.314968,10/23/21 16:19:17,0,1
1707,52,0,7,0,9,9,1,419,9,7,9,633,45,27.9,100897.575884,10/23/21 16:19:18,0,1
1737,50,0,8,0,10,10,1,428,10,8,10,634,42,27.9,100900.538884,10/23/21 16:19:19,0,1
1737,50,0,8,0,10,10,1,428,10,8,10,632,44,28.2,100903.37155,10/23/21 16:19:22,0,1
1725,42,0,8,0,10,10,1,426,10,8,10,633,45,28.2,100903.76229,10/23/21 16:19:24,0,1
1719,38,0,8,0,10,10,1,428,10,8,10,633,43,27.5,100901.059499,10/23/21 16:19:25,0,1
1719,38,0,8,0,10,10,1,428,10,8,10,632,46,28.2,100899.448037,10/23/21 16:19:26,0,1
1794,42,0,8,0,10,10,1,443,10,8,10,632,44,28.6,100902.54092,10/23/21 16:19:27,0,1
1794,42,0,8,0,10,10,1,443,10,8,10,635,45,27.9,100901.189432,10/23/21 16:19:29,0,1
1788,46,0,9,0,11,11,2,452,11,9,11,639,44,28.2,100901.578702,10/23/21 16:19:30,0,1
1788,46,0,9,0,11,11,2,452,11,9,11,633,46,28.1,100905.89312,10/23/21 16:19:31,0,1
1737,36,0,7,0,9,9,2,441,9,7,9,633,44,28.6,100898.875169,10/23/21 16:19:32,0,1
1737,36,0,7,0,9,9,2,441,9,7,9,639,46,28.2,100901.967177,10/23/21 16:19:34,0,1
1812,46,0,7,0,9,9,2,452,9,7,9,632,43,28.2,100894.560766,10/23/21 16:19:35,0,1
1812,46,0,7,0,9,9,2,452,9,7,9,631,46,28.3,100897.78199,10/23/21 16:19:37,0,1
1743,50,0,7,0,10,10,2,447,10,7,10,632,43,28.2,100895.077892,10/23/21 16:19:38,0,1
1743,50,0,7,0,10,10,2,447,10,7,10,632,44,28.5,100896.559094,10/23/21 16:19:40,0,1
1842,54,0,9,0,12,12,3,474,12,9,12,632,44,27.7,100896.559094,10/23/21 16:19:42,0,1
1917,64,0,9,0,12,12,4,493,12,9,12,634,43,27.9,100898.29825,10/23/21 16:19:43,0,1
1917,64,0,9,0,12,12,4,493,12,9,12,631,45,27.7,100900.036973,10/23/21 16:19:44,0,1
1863,72,0,8,0,12,12,4,486,12,8,12,615,43,28.1,100895.850927,10/23/21 16:19:46,0,1
1863,72,0,9,0,13,13,4,486,13,9,13,632,46,28.1,100898.55585,10/23/21 16:19:47,0,1
1884,76,0,9,0,13,13,4,490,13,9,13,632,42,27.9,100901.518097,10/23/21 16:19:48,0,1
1884,76,0,8,0,12,12,4,490,12,8,12,633,43,28.3,100900.551032,10/23/21 16:19:51,0,1
1965,78,0,9,0,12,12,4,509,12,9,12,632,44,27.7,100900.551032,10/23/21 16:19:52,0,1
1902,76,0,9,0,12,12,5,499,12,9,12,633,44,27.9,100904.994167,10/23/21 16:19:53,0,1
1902,76,0,9,0,12,12,5,499,12,9,12,633,44,28,100899.838538,10/23/21 16:19:56,0,1
1920,78,0,9,0,12,12,4,499,12,9,12,632,45,28.3,100904.281316,10/23/21 16:19:57,0,1
1938,84,0,10,0,14,14,3,504,14,10,14,632,46,28,100904.409038,10/23/21 16:20:00,0,1
1932,74,0,9,0,12,12,3,506,12,9,12,633,45,28.1,100901.82998,10/23/21 16:20:01,0,1
1932,74,0,9,0,12,12,3,506,12,9,12,631,45,28,100904.791674,10/23/21 16:20:03,0,1
2007,72,0,9,0,13,13,3,527,13,9,13,632,43,27.7,100902.084707,10/23/21 16:20:04,0,1
2007,72,0,9,0,13,13,3,527,13,9,13,631,46,28.3,100906.527129,10/23/21 16:20:05,0,1
1983,63,0,10,0,12,12,2,533,12,10,12,623,43,28.2,100905.046321,10/23/21 16:20:06,0,1
1983,63,0,10,0,12,12,2,533,12,10,12,630,46,28.2,100903.819846,10/23/21 16:20:08,0,1
1902,57,0,9,0,11,11,1,512,11,9,11,631,44,28.1,100904.073824,10/23/21 16:20:09,0,1
1902,57,0,9,0,11,11,1,512,11,9,11,630,45,27.9,100899.758555,10/23/21 16:20:10,0,1
1908,47,0,9,0,11,11,1,517,11,9,11,630,43,28,100899.758555,10/23/21 16:20:12,0,1
1908,47,0,9,0,11,11,1,517,11,9,11,630,45,28.2,100905.808135,10/23/21 16:20:13,0,1
1869,49,0,10,0,12,12,1,509,12,10,12,630,43,27.9,100901.745957,10/23/21 16:20:14,0,1
1869,49,0,10,0,12,12,1,509,12,10,12,631,46,28,100904.580714,10/23/21 16:20:16,0,1
1776,47,0,9,0,11,11,1,484,11,9,11,630,44,28.2,100898.911191,10/23/21 16:20:17,0,1
1776,47,0,9,0,11,11,1,484,11,9,11,631,46,28.1,100903.100065,10/23/21 16:20:18,0,1
1731,43,0,9,0,11,11,0,467,11,9,11,1181,44,28.1,100904.95995,10/23/21 16:20:19,0,1
1731,43,0,9,0,11,11,0,467,11,9,11,631,46,28.1,100900.265329,10/23/21 16:20:21,0,1
1713,41,0,9,0,10,10,0,462,10,9,10,629,43,28.2,100900.644476,10/23/21 16:20:22,0,1
1713,41,0,9,0,10,10,0,462,10,9,10,630,44,28.1,100912.489035,10/23/21 16:20:25,0,1
1659,41,0,9,0,10,10,0,451,10,9,10,632,45,28.1,100904.109743,10/23/21 16:20:26,0,1
1623,45,0,8,0,10,10,0,444,10,8,10,624,46,28,100904.235553,10/23/21 16:20:28,0,1
1584,45,0,8,0,9,9,0,419,9,8,9,626,45,28.5,100898.439474,10/23/21 16:20:30,0,1
1584,45,0,8,0,9,9,0,419,9,8,9,626,44,28.1,100907.070724,10/23/21 16:20:31,0,1
1563,54,0,7,0,9,9,0,411,9,7,9,627,43,28.1,100902.880824,10/23/21 16:20:32,0,1
1563,54,0,7,0,9,9,0,411,9,7,9,627,46,28.2,100905.841725,10/23/21 16:20:34,0,1
1530,50,0,7,0,9,9,0,399,9,7,9,631,45,27.9,100900.422157,10/23/21 16:20:36,0,1
1536,58,0,7,0,10,10,1,397,10,7,10,608,45,28.2,100903.382899,10/23/21 16:20:38,0,1
1536,58,0,7,0,10,10,1,397,10,7,10,607,44,28.1,100903.508195,10/23/21 16:20:39,0,1
1593,62,0,8,0,10,10,1,411,10,8,10,608,43,27.7,100903.633403,10/23/21 16:20:40,0,1
1593,62,0,8,0,10,10,1,411,10,8,10,603,45,27.9,100906.594066,10/23/21 16:20:42,0,1
1599,66,0,8,0,11,11,2,413,11,8,11,607,44,28.2,100912.515394,10/23/21 16:20:43,0,1
1599,66,0,7,0,10,10,2,413,10,7,10,607,46,27.8,100906.969035,10/23/21 16:20:44,0,1
1608,72,0,7,0,11,11,5,425,11,7,11,607,45,27.9,100901.422354,10/23/21 16:20:47,0,1
1650,65,0,8,0,12,12,5,430,12,8,12,607,45,28.6,100908.5741,10/23/21 16:20:48,0,1
1650,65,0,8,0,12,12,5,430,12,8,12,607,45,28.2,100905.862991,10/23/21 16:20:50,0,1
1668,61,0,8,0,12,12,5,428,12,8,12,608,44,28.1,100905.862991,10/23/21 16:20:51,0,1
1668,61,0,8,0,12,12,5,428,12,8,12,607,46,28.2,100904.507363,10/23/21 16:20:52,0,1
1653,59,0,8,0,12,12,5,424,12,8,12,607,46,28,100905.987556,10/23/21 16:20:55,0,1
1641,63,0,8,0,12,12,5,428,12,8,12,607,45,28.4,100906.112031,10/23/21 16:20:56,0,1
1641,63,0,8,0,12,12,5,428,12,8,12,606,45,28.3,100904.756265,10/23/21 16:20:57,0,1
1629,55,0,8,0,11,11,5,407,11,8,11,606,43,27.9,100910.552551,10/23/21 16:20:59,0,1
1629,55,0,8,0,11,11,5,407,11,8,11,607,43,27.9,100903.648856,10/23/21 16:21:01,0,1
1635,57,0,8,0,12,12,5,413,12,8,12,605,45,28.2,100908.089136,10/23/21 16:21:03,0,1
1629,55,0,8,0,11,11,4,412,11,8,11,605,46,28.2,100908.584642,10/23/21 16:21:05,0,1
1554,47,0,7,0,10,10,4,385,10,7,10,605,45,28.1,100905.500831,10/23/21 16:21:06,0,1
1554,47,0,7,0,10,10,4,385,10,7,10,609,44,28,100905.624614,10/23/21 16:21:08,0,1
1542,45,0,7,0,9,9,3,377,9,7,9,608,42,27.6,100905.871911,10/23/21 16:21:09,0,1
1542,45,0,7,0,9,9,3,377,9,7,9,605,46,28.1,100911.668286,10/23/21 16:21:10,0,1
1566,36,0,7,0,8,8,0,377,8,7,8,607,46,28.1,100908.83186,10/23/21 16:21:13,0,1
1497,43,0,7,0,9,9,0,370,9,7,9,607,44,27.5,100913.271786,10/23/21 16:21:14,0,1
1497,43,0,7,0,9,9,0,370,9,7,9,605,45,28.2,100903.158982,10/23/21 16:21:16,0,1
1491,43,0,7,0,9,9,0,372,9,7,9,602,44,28.1,100911.915246,10/23/21 16:21:17,0,1
1491,43,0,7,0,9,9,0,372,9,7,9,604,43,27.9,100903.158982,10/23/21 16:21:19,0,1
1479,41,0,7,0,8,8,0,366,8,7,8,603,45,28,100914.998464,10/23/21 16:21:21,0,1
1443,35,0,6,0,8,8,0,364,8,6,8,604,44,28.1,100915.121681,10/23/21 16:21:22,0,1
1443,35,0,6,0,8,8,0,364,8,6,8,604,46,28.1,100907.845331,10/23/21 16:21:23,0,1
1407,37,0,7,0,8,8,0,370,8,7,8,605,44,28.1,100913.887972,10/23/21 16:21:25,0,1
1407,37,0,7,0,8,8,0,370,8,7,8,599,43,27.9,100915.244809,10/23/21 16:21:27,0,1
1470,35,0,7,0,8,8,0,382,8,7,8,605,45,27.8,100915.490798,10/23/21 16:21:29,0,1
1494,33,0,7,0,8,8,0,382,8,7,8,603,46,28.1,100913.764913,10/23/21 16:21:31,0,1
1461,33,0,7,0,8,8,0,372,8,7,8,603,46,28.4,100906.857532,10/23/21 16:21:32,0,1
1461,33,0,7,0,8,8,0,372,8,7,8,603,44,27.7,100909.939925,10/23/21 16:21:34,0,1
1479,33,0,7,0,8,8,0,387,8,7,8,601,44,27.8,100912.653985,10/23/21 16:21:35,0,1
1479,33,0,7,0,8,8,0,387,8,7,8,605,44,28.2,100911.542373,10/23/21 16:21:38,0,1
1455,36,0,7,0,9,9,1,385,9,7,9,602,46,28.2,100917.461481,10/23/21 16:21:39,0,1
1524,32,0,7,0,9,9,1,404,9,7,9,603,45,28,100914.62445,10/23/21 16:21:40,0,1
1524,32,0,7,0,9,9,1,404,9,7,9,602,46,28.5,100910.307672,10/23/21 16:21:42,0,1
1512,34,0,7,0,9,9,1,402,9,7,9,602,44,28,100914.746883,10/23/21 16:21:43,0,1
1512,34,0,7,0,9,9,1,402,9,7,9,603,45,27.9,100914.869228,10/23/21 16:21:44,0,1
1551,38,0,8,0,9,9,1,417,9,8,9,602,44,27.8,100913.63397,10/23/21 16:21:45,0,1
1551,38,0,8,0,9,9,1,417,9,8,9,601,46,28.5,100918.073004,10/23/21 16:21:47,0,1
1542,38,0,8,0,9,9,1,411,9,8,9,602,45,27.9,100912.276409,10/23/21 16:21:49,0,1
1560,36,0,8,0,9,9,1,413,9,8,9,602,45,28.2,100909.561137,10/23/21 16:21:51,0,1
1560,36,0,8,0,9,9,1,413,9,8,9,602,44,27.8,100913.99999,10/23/21 16:21:52,0,1
1491,40,0,7,0,9,9,1,393,9,7,9,593,44,28,100912.520372,10/23/21 16:21:53,0,1
1491,40,0,7,0,9,9,1,393,9,7,9,601,46,28.3,100908.08152,10/23/21 16:21:55,0,1
1497,36,0,7,0,9,9,1,394,9,7,9,604,44,28.1,100905.244232,10/23/21 16:21:56,0,1
1497,36,0,7,0,9,9,1,394,9,7,9,600,46,28.6,100909.683024,10/23/21 16:21:57,0,1
1548,42,0,8,0,10,10,2,414,10,8,10,603,44,28.2,100909.92653,10/23/21 16:21:58,0,1
1548,42,0,8,0,10,10,2,414,10,8,10,601,47,28.5,100915.844764,10/23/21 16:22:00,0,1
1485,46,0,8,0,10,10,3,399,10,8,10,600,44,28.1,100909.804822,10/23/21 16:22:01,0,1
1485,46,0,8,0,10,10,3,399,10,8,10,601,46,28.2,100913.007226,10/23/21 16:22:03,0,1
1515,44,0,8,0,10,10,2,401,10,8,10,601,43,27.9,100905.852625,10/23/21 16:22:04,0,1
1515,44,0,8,0,10,10,2,401,10,8,10,599,44,28.1,100907.210643,10/23/21 16:22:06,0,1
1485,48,0,7,0,9,9,2,382,9,7,9,602,46,28.1,100905.852625,10/23/21 16:22:08,1,1
1434,52,0,7,0,9,9,2,376,9,7,9,598,45,27.9,100908.81162,10/23/21 16:22:10,1,1
1410,56,0,7,0,9,9,3,365,9,7,9,604,46,28.1,100903.25771,10/23/21 16:22:12,1,1
1410,56,0,7,0,9,9,3,365,9,7,9,600,45,28.1,100907.574813,10/23/21 16:22:13,1,1
1536,58,0,8,0,10,10,3,386,10,8,10,601,43,27.8,100912.013189,10/23/21 16:22:14,1,1
1536,58,0,8,0,10,10,3,386,10,8,10,599,47,28.1,100906.095355,10/23/21 16:22:16,1,1
1467,58,0,7,0,10,10,3,374,10,7,10,602,44,28.3,100901.899473,10/23/21 16:22:17,1,1
1467,58,0,7,0,10,10,3,374,10,7,10,599,45,27.9,100913.492648,10/23/21 16:22:18,1,1
1524,54,0,8,0,10,10,3,392,10,8,10,601,45,28.3,100915.093219,10/23/21 16:22:19,1,1
1524,54,0,8,0,10,10,3,392,10,8,10,601,44,28.3,100908.05912,10/23/21 16:22:22,1,1
1488,52,0,8,0,10,10,3,387,10,8,10,591,46,28.3,100911.017878,10/23/21 16:22:23,1,1
1455,48,1,7,0,9,9,3,373,9,7,9,600,45,28.1,100909.538499,10/23/21 16:22:25,1,1
1455,48,1,7,0,9,9,3,373,9,7,9,599,47,28,100906.579741,10/23/21 16:22:26,1,1
1500,40,1,7,0,9,9,2,381,9,7,9,600,43,27.8,100911.017878,10/23/21 16:22:27,1,1
1500,40,1,7,0,9,9,2,381,9,7,9,601,44,28.1,100912.618051,10/23/21 16:22:30,1,1
1443,42,1,7,0,9,9,2,373,9,7,9,597,46,28.1,100916.935397,10/23/21 16:22:31,1,1
1449,40,1,8,0,9,9,2,375,9,8,9,600,44,27.9,100908.300736,10/23/21 16:22:32,1,1
1449,40,1,8,0,9,9,2,375,9,8,9,587,47,28.2,100910.021293,10/23/21 16:22:34,1,1
1506,32,1,8,0,9,9,2,381,9,8,9,599,44,27.8,100907.062694,10/23/21 16:22:35,1,1
1506,32,1,8,0,9,9,2,381,9,8,9,601,47,28.1,100911.621047,10/23/21 16:22:36,1,1
1485,23,1,8,0,8,9,1,377,9,8,8,598,45,28.1,100907.303633,10/23/21 16:22:38,1,1
1485,23,1,8,0,8,9,1,377,9,8,8,587,48,28.2,100907.303633,10/23/21 16:22:39,1,1
1392,25,1,6,0,7,8,2,366,8,6,7,598,47,28.1,100906.064994,10/23/21 16:22:41,1,1
1485,41,1,7,0,8,9,2,391,9,7,8,601,47,28,100904.345115,10/23/21 16:22:43,1,1
1485,41,1,8,0,9,10,2,391,10,8,9,599,45,27.6,100909.023433,10/23/21 16:22:44,1,1
1497,41,1,8,0,9,10,2,393,10,8,9,599,46,27.9,100911.981873,10/23/21 16:22:45,1,1
1497,41,1,8,0,9,10,2,393,10,8,9,598,50,28.2,100904.705969,10/23/21 16:22:47,1,1
1482,47,1,7,0,9,10,3,379,10,7,9,599,46,27.7,100910.742795,10/23/21 16:22:48,1,1
1482,47,1,6,0,8,9,3,379,9,6,8,587,47,27.8,100907.784435,10/23/21 16:22:49,1,1
1470,51,0,6,0,8,8,2,381,8,6,8,600,45,28,100903.346895,10/23/21 16:22:51,1,1
1470,51,0,6,0,8,8,2,381,8,6,8,598,46,27.9,100909.143569,10/23/21 16:22:52,1,1
1464,53,0,7,0,10,10,3,379,10,7,10,595,44,27.9,100912.101969,10/23/21 16:22:53,1,1
1464,53,0,7,0,10,10,3,379,10,7,10,599,45,28.1,100909.263615,10/23/21 16:22:56,1,1
1458,50,0,7,0,9,9,3,373,9,7,9,598,47,28.6,100909.503437,10/23/21 16:22:57,1,1
1440,50,0,7,0,9,9,3,371,9,7,9,599,44,27.7,100902.107737,10/23/21 16:22:58,1,1
1440,50,0,7,0,9,9,3,371,9,7,9,596,47,28.2,100911.102335,10/23/21 16:23:00,1,1
1464,54,0,7,0,9,9,3,377,9,7,9,598,43,27.8,100910.862731,10/23/21 16:23:01,1,1
1464,54,0,7,0,9,9,3,377,9,7,9,598,46,27.9,100908.2638,10/23/21 16:23:03,1,1
1452,55,0,7,0,9,9,3,373,9,7,9,599,46,27.7,100902.586703,10/23/21 16:23:05,1,1
